model_name,model_name_raw,assay_id,UniProt_id,fold_variable_name,loss_fitness,Spearman_fitness,model_type,model_name_suffix,targets,depth_mutants_group,total_training_steps,total_training_epochs,aa_embeddings,target_prediction_model,target_prediction_head,use_pseudo_likelihood_to_predict_fitness,use_unsupervised_fitness_pred_to_predict_fitness,use_NPT_pseudo_likelihood_to_predict_target,frozen_embedding_parameters,dropout,weight_decay,PNPT_no_reconstruction_error,PNPT_fixed_helper_points,PNPT_ensemble_test_num_seeds,PNPT_deactivate_col_attention,PNPT_tranception_attention,early_stopping_patience,use_validation_set,training_num_assay_sequences_per_batch_per_gpu,eval_num_sequences_to_score_per_batch_per_gpu,eval_num_training_sequences_per_batch_per_gpu,eval_training_sequences_sampling_method,num_MSA_sequences_per_training_instance,embed_dim,ffn_embed_dim,attention_heads,conv_kernel_size,num_protein_npt_layers,total_loss,Std_dev_Spearman_fitness,num_obs_Spearman_fitness,standardized_loss_fitness,standardized_Spearman_fitness
Kermut (const. mean),kermut_constant_mean,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.8012236637309278,0.5493584780112306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.5677041897165144,0.6152467700283282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.9067001475530698,0.3415518701283124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.9782080999319187,0.3705592301680655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.5718953609347123,0.6122831911780113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.912270157718893,0.3368212698530172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.984946960670214,0.36621136985426594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.4847930485375159,0.6773464955822053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.669488013578512,0.54826559966729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.8068324849170133,0.5544214498319952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.5004325619244769,0.6597733148678199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.7213946564184448,0.508709538119678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.883327985536441,0.4873716383676158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.5140518475378385,0.6606206851450769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6616379580687561,0.5573374008777557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no global),kermut_no_g,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.8130272517001651,0.5594359790177897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.4939834510355701,0.6709728492178719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.7725072753430433,0.460576841454932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger),kermut_no_h,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.7842222288451786,0.5195481830798774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.504673208313077,0.6562474443423535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.8995110215561238,0.3175240774895636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no Hellinger/p),kermut_no_hp,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.9402374514851026,0.3780319688739829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.485563075060783,0.6776699679558149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6750703220076331,0.5376652578703207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ProteinMPNN),kermut_proteinmpnn,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.7873635392730826,0.5556347153747482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.482855894998816,0.6777070784810616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6754090171051734,0.5403982502125889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (TranceptEVE),kermut_trancepteve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.8007007013372953,0.5497878714839902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.4679327102076452,0.6797902454556656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6515263998783062,0.5395477061646392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (ESM-IF1),kermut_esmif1,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.72712214368472,0.5711864431592193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.48386096530571476,0.6771933097209929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6635602139772554,0.5417333261052875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (EVE),kermut_eve,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.769455616648136,0.5654658569276009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.4813246923321199,0.6779233718956952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6426611023105214,0.5609569345919369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (GEMME),kermut_gemme,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.746448359906523,0.5830900719595556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_random_5,0.4778446980605692,0.6798405404727178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_modulo_5,0.6873367400234456,0.5392302155591614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (VESPA),kermut_vespa,A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,fold_contiguous_5,0.8027526746601898,0.5509848587272087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,0.9620880594543855,0.553896543625567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.9713263138166714,0.4942225812598855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut,kermut,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_contiguous_5,1.026108112132743,0.45098431879647094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,0.9760487484487561,0.5265965531510376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.991093522386408,0.43401795799862886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (const. mean),kermut_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_contiguous_5,1.035514495426363,0.39677314176868816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,0.9989338377103214,0.479927281320924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.9828769973582013,0.46599789550843024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no m),kermut_no_m,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_contiguous_5,0.9953029764086805,0.46978504039603824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,1.0144437408755986,0.39582837581265434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.9992887500867162,0.3734301497277742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermut (no m, const. mean)",kermut_no_m_constant_mean,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_contiguous_5,1.0170111882123873,0.3511813159878359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,0.9713854342904961,0.5249788368346875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.9886856034166471,0.4499735980765297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no distance),kermut_no_d,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_contiguous_5,1.0107576205975521,0.4372612626476622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_random_5,0.9637274963632222,0.5467694216809199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kermut (no p),kermut_no_p,A0A2Z5U3Z0_9INFA_Wu_2014,A0A2Z5U3Z0_9INFA,fold_modulo_5,0.9777716735783649,0.48455545762229857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
